研报名称,机构名称,发布时间,行业,研报地址
计算机行业点评报告：奥多比Q2营收与EPS延续增长，AIfirst ARR突破5亿美元,华鑫证券,2026-06-29,软件开发,https://pdf.dfcfw.com/pdf/H3_AP202606261823877807_1.pdf?1782729239000.pdf
互联网行业研究：字节发布Seed 2.1和Seedance 2.5，OpenAI推出GPT-5.6,国金证券,2026-06-29,软件开发,https://pdf.dfcfw.com/pdf/H3_AP202606281826514693_1.pdf?1782729839000.pdf
计算机行业点评报告：高通（QCOM.O）：发布数据中心路线图，全面布局Agentic AI时代,华鑫证券,2026-06-29,软件开发,https://pdf.dfcfw.com/pdf/H3_AP202606291826524183_1.pdf?1782727348000.pdf
AI周报：多重因素共同推升租赁价格，高端GPU供不应求,国信证券,2026-06-29,软件开发,https://pdf.dfcfw.com/pdf/H3_AP202606291826525541_1.pdf?1782729321000.pdf
计算机行业点评报告：英特尔强调CPU需求激增，Agentic AI带来CPU行业重大战略机遇,华鑫证券,2026-06-28 00:00:00.000,软件开发,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=w/NB8TOq3B38ISJrYF46i8KyNEovmVxKBT/CYRMdqSk=
计算机行业点评：字节Seedance有望引领国产AI正循环,华源证券,2026-06-28 00:00:00.000,软件开发,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=w/NB8TOq3B38ISJrYF46i7s6Pqb7JwEaWbzkrz/RfUI=
计算机行业点评报告：业绩增长强劲，服务器CPU业务潜力较大,华鑫证券,2026-06-28 00:00:00.000,软件开发,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=w/NB8TOq3B38ISJrYF46i0FAXEmBQIbb0sMKcp6jBsk=
计算机行业点评报告：OpenAI发布GPT-5.6，大模型仍处高速迭代期,华鑫证券,2026-06-28 00:00:00.000,软件开发,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=w/NB8TOq3B38ISJrYF46i8ZtJxG26ximYDe9YKOlvyw=
计算机行业研究：端侧AI：超级入口争夺战,国金证券,2026-06-28 00:00:00.000,软件开发,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=w/NB8TOq3B38ISJrYF46iyOkn8urPj+mJqJ4JcRMqeg=
计算机行业点评报告：业绩增长强劲，服务器CPU业务潜力较大,华鑫证券,2026-06-28,软件开发,https://pdf.dfcfw.com/pdf/H3_AP202606281826515037_1.pdf?1782661756000.pdf
计算机行业点评报告：OpenAI发布GPT-5.6，大模型仍处高速迭代期,华鑫证券,2026-06-28,软件开发,https://pdf.dfcfw.com/pdf/H3_AP202606281826512829_1.pdf?1782647597000.pdf
计算机行业研究：端侧AI：超级入口争夺战,国金证券,2026-06-28,软件开发,https://pdf.dfcfw.com/pdf/H3_AP202606281826512991_1.pdf?1782656306000.pdf
计算机行业点评：字节Seedance有望引领国产AI正循环,华源证券,2026-06-28,软件开发,https://pdf.dfcfw.com/pdf/H3_AP202606281826513262_1.pdf?1782648165000.pdf
计算机行业点评报告：英特尔强调CPU需求激增，Agentic AI带来CPU行业重大战略机遇,华鑫证券,2026-06-28,软件开发,https://pdf.dfcfw.com/pdf/H3_AP202606281826515047_1.pdf?1782661860000.pdf
计算机行业2026年中期策略：分化蓄力，聚焦AI核心赛道兑现,东兴证券,2026-06-26 00:00:00.000,软件开发,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=w2NNQ6TFDBV7T5E2D8Y77icnH6bHp91ivv0/uY/IML0=
计算机行业2026年中期策略：分化蓄力，聚焦AI核心赛道兑现,东兴证券,2026-06-26,软件开发,https://pdf.dfcfw.com/pdf/H3_AP202606261824703821_1.pdf?1782498544000.pdf
Enterprise AI Security Starts With AI Agents,云安全联盟,2026-06-24 00:00:00.000,软件开发,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=F+ZhHRiImQMLRMIdpezE4F7dCYA3SBPOESedHpbRjJo=
易观AI基础设施系列研究：2026年中国第三方普惠智算云市场专题报告（第四篇-华北篇）,北京易观数智科技,2026-06-24 00:00:00.000,软件开发,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=F+ZhHRiImQMLRMIdpezE4GdUdGvzPCkb3SjruzlgQsA=
易观AI基础设施系列研究：2026年中国第三方普惠智算云市场专题报告（第四篇-华北篇）,北京易观数智科技,2026-06-24,软件开发,https://pdf.dfcfw.com/pdf/H3_AP202606241823810057_1.pdf?1782320958000.pdf
Enterprise AI Security Starts With AI Agents,云安全联盟,2026-06-24,软件开发,https://pdf.dfcfw.com/pdf/H3_AP202606241823809983_1.pdf?1782320644000.pdf
智能科技行业5月报：大模型迭代加速，Token需求高增，聚焦人工智能ETF配置机遇,金融街证券,2026-06-23 00:00:00.000,软件开发,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=eJi1KfnPSzsOqK/d1hQ6dPTx2AM9cXCkYtvHtpHxqzM=
2026年企业级AI智能体落地与治理研究报告：智能体落地的场景、治理与组织路径,AI前哨站,2026-06-23 00:00:00.000,软件开发,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=eJi1KfnPSzsOqK/d1hQ6dFIW2UixKnYPdNy+pX2xFuM=
2026人工智能发展十大趋势,中央广播电视总台研究院,2026-06-23 00:00:00.000,软件开发,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=eJi1KfnPSzsOqK/d1hQ6dC8x6f0p7v55x8I7xB0psUY=
智能科技行业5月报：大模型迭代加速，Token需求高增，聚焦人工智能ETF配置机遇,金融街证券,2026-06-23,软件开发,https://pdf.dfcfw.com/pdf/H3_AP202606231823758199_1.pdf?1782199680000.pdf
2026年企业级AI智能体落地与治理研究报告：智能体落地的场景、治理与组织路径,AI前哨站,2026-06-23,软件开发,https://pdf.dfcfw.com/pdf/H3_AP202606231823779081_1.pdf?1782248522000.pdf
2026人工智能发展十大趋势,中央广播电视总台研究院,2026-06-23,软件开发,https://pdf.dfcfw.com/pdf/H3_AP202606231823779046_1.pdf?1782248113000.pdf
2026年全球AI4S产品与案例研究,头豹研究院,2026-06-22 00:00:00.000,软件开发,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=LEQv2ymTYUNBSRHOL1dcqtLK65ZEcjdXSv+fKe4by8s=
AI周观察：智谱发布开源GLM 5.2，服务器销量同比稳步增长,国金证券,2026-06-22 00:00:00.000,软件开发,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=LEQv2ymTYUNBSRHOL1dcqulIFjzC6yKa4yV5wznqrVY=
2026年中国智能体工程化人才与组织发展报告,极客邦控股(北京),2026-06-22 00:00:00.000,软件开发,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=LEQv2ymTYUNBSRHOL1dcqmqE3jQyDCAnENg1WGHkFnQ=
Databricks数据+AI峰会2026主要收获,德意志银行,2026-06-22 00:00:00.000,软件开发,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=LEQv2ymTYUNBSRHOL1dcqizp4BpKr8vSsRWs/9wMAwk=
2026年全球AI4S产品与案例研究,头豹研究院,2026-06-22,软件开发,https://pdf.dfcfw.com/pdf/H3_AP202606221823744530_1.pdf?1782159340000.pdf
AI周观察：智谱发布开源GLM 5.2，服务器销量同比稳步增长,国金证券,2026-06-22,软件开发,https://pdf.dfcfw.com/pdf/H3_AP202606221823720239_1.pdf?1782123757000.pdf
Databricks数据+AI峰会2026主要收获,德意志银行,2026-06-22,软件开发,https://pdf.dfcfw.com/pdf/H3_AP202606221823746141_1.pdf?1782162457000.pdf
2026年中国智能体工程化人才与组织发展报告,极客邦控股(北京),2026-06-22,软件开发,https://pdf.dfcfw.com/pdf/H3_AP202606221823746144_1.pdf?1782162664000.pdf
Web3行业研究：代币化资产上链加速，Coinbase将推出实物支撑代币化股票,国金证券,2026-06-21 00:00:00.000,软件开发,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=svHcicKcG+Np1VgQVFF95oIK507pzqPRDxbp4EdKJ1o=
互联网行业研究：智谱GLM-5.2跻身全球大模型第一梯队,国金证券,2026-06-21 00:00:00.000,软件开发,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=svHcicKcG+Np1VgQVFF95vZK5yTjQmKtT3Wi4d7LkcM=
互联网行业研究：智谱GLM-5.2跻身全球大模型第一梯队,国金证券,2026-06-21,软件开发,https://pdf.dfcfw.com/pdf/H3_AP202606211823711438_1.pdf?1782073511000.pdf
Web3行业研究：代币化资产上链加速，Coinbase将推出实物支撑代币化股票,国金证券,2026-06-21,软件开发,https://pdf.dfcfw.com/pdf/H3_AP202606211823709681_1.pdf?1782063836000.pdf
借助洞见和数据砖块加速您的数据和AI转型,Insight Enterprises,2026-06-20 00:00:00.000,软件开发,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=6gSGkZEZxUQrRdLzAL4EDwRj+Z3hL6PJmizKs+7tie8=
借助洞见和数据砖块加速您的数据和AI转型,Insight Enterprises,2026-06-20,软件开发,https://pdf.dfcfw.com/pdf/H3_AP202606201823699266_1.pdf?1782057551000.pdf
计算机行业点评报告：阿里：Qwen3.6-Plus登顶国内编程大模型榜首,华鑫证券,2026-06-18 00:00:00.000,软件开发,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=13BnGdH8vQGjruC+csEfjttxwiBUVPooO7GE84JrsHc=
2026年中国自动驾驶商业模式研究报告,硕远咨询,2026-06-18 00:00:00.000,软件开发,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=13BnGdH8vQGjruC+csEfjuC/y4whU5xh2vOmgFKb624=
2026年中国自动驾驶商业模式研究报告,硕远咨询,2026-06-18,软件开发,https://pdf.dfcfw.com/pdf/H3_AP202606181823650967_1.pdf?1781769695000.pdf
计算机行业点评报告：阿里：Qwen3.6-Plus登顶国内编程大模型榜首,华鑫证券,2026-06-18,软件开发,https://pdf.dfcfw.com/pdf/H3_AP202606181823665855_1.pdf?1781798735000.pdf
2026睡眠疗愈蓝皮书：AI时代的睡眠健康解决方案,愈到集团,2026-06-17 00:00:00.000,软件开发,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=ObjnBE3LxTv7iqsqRKQSb0Bh12TU/S2FrUjCfzjP+oQ=
2026全球RoboVAN市场发展洞察报告：RoboVAN领跑Robo-X全赛道，率先兑现自动驾驶规模化商业价值,亿欧智库,2026-06-17 00:00:00.000,软件开发,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=ObjnBE3LxTv7iqsqRKQSb3WZJl53znwghHf2B+Pbf24=
2026全球RoboVAN市场发展洞察报告：RoboVAN领跑Robo-X全赛道，率先兑现自动驾驶规模化商业价值,亿欧智库,2026-06-17,软件开发,https://pdf.dfcfw.com/pdf/H3_AP202606171823618675_1.pdf?1781681683000.pdf
2026睡眠疗愈蓝皮书：AI时代的睡眠健康解决方案,愈到集团,2026-06-17,软件开发,https://pdf.dfcfw.com/pdf/H3_AP202606171823618685_1.pdf?1781684828000.pdf
2026年中国互联网及AI大模型内容风控行业发展研究报告,艾瑞股份,2026-06-16 00:00:00.000,软件开发,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=DFBMkX5WIiTdr8VSVb2JH4JTam575g2jDiWTq6hjFuo=
AI协同办公趋势洞察：未来已来,北京易观数智科技,2026-06-16 00:00:00.000,软件开发,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=DFBMkX5WIiTdr8VSVb2JH/yYdey9N3Id93MmlVRttOY=
2026年中国企业AI应用进程与场景落地研究报告：从个人提效到组织能力的转折时刻,前哨(青岛)教育科技,2026-06-16 00:00:00.000,软件开发,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=DFBMkX5WIiTdr8VSVb2JH6s5p3QQrGNKlxcb5d1UCso=
2026年中国互联网及AI大模型内容风控行业发展研究报告,艾瑞股份,2026-06-16,软件开发,https://pdf.dfcfw.com/pdf/H3_AP202606161823590505_1.pdf?1781606580000.pdf
2026年中国企业AI应用进程与场景落地研究报告：从个人提效到组织能力的转折时刻,前哨(青岛)教育科技,2026-06-16,软件开发,https://pdf.dfcfw.com/pdf/H3_AP202606161823609667_1.pdf?1781641389000.pdf
AI协同办公趋势洞察：未来已来,北京易观数智科技,2026-06-16,软件开发,https://pdf.dfcfw.com/pdf/H3_AP202606161823609758_1.pdf?1781640614000.pdf
AI时代新消费产品创新的11种方法,北京淘幂科技,2026-06-14 00:00:00.000,软件开发,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=258OWqm3aDwZNw1gsD2XXPQh7MrY58SPL/R/C0vTPic=
AI时代新消费产品创新的11种方法,北京淘幂科技,2026-06-14,软件开发,https://pdf.dfcfw.com/pdf/H3_AP202606141823548868_1.pdf?1781447085000.pdf
“眼前”的未来——AI眼镜,深圳汉鼎智库咨询服务,2026-06-11 00:00:00.000,软件开发,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=I10xowZ3FwwJIx4ad/6rbBxxEB7IuHh0F5I8JHSs69E=
“眼前”的未来——AI眼镜,深圳汉鼎智库咨询服务,2026-06-11,软件开发,https://pdf.dfcfw.com/pdf/H3_AP202606111823453911_1.pdf?1781193046000.pdf
行业100策：618健康行业AI领航加速新品打爆,阿里妈妈,2026-06-10 00:00:00.000,软件开发,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=/Fnww1CLbs895+41ik+hEsSiojKKcvgVr/uX1aeEBzo=
经营蓝宝书5月刊：520，好想和你谈谈AI,阿里妈妈,2026-06-10 00:00:00.000,软件开发,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=/Fnww1CLbs895+41ik+hEovqZlTypxW5PlP+eiqcoTU=
618家享生活行业100策：AI提效人货场助力品牌精细化运营,阿里妈妈,2026-06-10 00:00:00.000,软件开发,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=/Fnww1CLbs895+41ik+hEhcEOsKbpZu6limpz0Kg8ec=
2026年中国声纹识别短报告：声纹即身份，AI时代下的人机交互新范式（精华版）,头豹研究院,2026-06-10 00:00:00.000,软件开发,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=/Fnww1CLbs895+41ik+hEoT1gkoo6n5f8U9xcyQYwuo=
经营蓝宝书4月刊：AI驱动下四大经营新变革,阿里妈妈,2026-06-10 00:00:00.000,软件开发,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=/Fnww1CLbs895+41ik+hEuzO/c3MV+rSTMg5abwVF+o=
2025年金融智能体行业：智能体AI Agent的创新和应用,头豹研究院,2026-06-10 00:00:00.000,软件开发,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=/Fnww1CLbs895+41ik+hEmshiglj/Jk71wMiIy/0ms8=
行业100策：618健康行业AI领航加速新品打爆,阿里妈妈,2026-06-10,软件开发,https://pdf.dfcfw.com/pdf/H3_AP202606101823433850_1.pdf?1781129287000.pdf
618家享生活行业100策：AI提效人货场助力品牌精细化运营,阿里妈妈,2026-06-10,软件开发,https://pdf.dfcfw.com/pdf/H3_AP202606101823433794_1.pdf?1781128961000.pdf
经营蓝宝书5月刊：520，好想和你谈谈AI,阿里妈妈,2026-06-10,软件开发,https://pdf.dfcfw.com/pdf/H3_AP202606101823433836_1.pdf?1781129182000.pdf
经营蓝宝书4月刊：AI驱动下四大经营新变革,阿里妈妈,2026-06-10,软件开发,https://pdf.dfcfw.com/pdf/H3_AP202606101823433796_1.pdf?1781128872000.pdf
2026年中国声纹识别短报告：声纹即身份，AI时代下的人机交互新范式（精华版）,头豹研究院,2026-06-10,软件开发,https://pdf.dfcfw.com/pdf/H3_AP202606101823430416_1.pdf?1781120461000.pdf
2025年金融智能体行业：智能体AI Agent的创新和应用,头豹研究院,2026-06-10,软件开发,https://pdf.dfcfw.com/pdf/H3_AP202606101823430415_1.pdf?1781120290000.pdf
行业研究报告：AI业务与应用场景&商业化洞见-从Token爆发走向场景兑现，AI的商业价值取决于场景价值密度,头豹研究院,2026-06-09 00:00:00.000,软件开发,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=Ro1ytKVz64H4i+sSK7qcQS1+1dMuMuePWJ4Zx6Z2b0s=
2026年中国量子计算行业研究报告,头豹研究院,2026-06-09 00:00:00.000,软件开发,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=Ro1ytKVz64H4i+sSK7qcQXVX1zohfqUcwyzaSOBbzOo=
行业研究报告：AI业务与应用场景&商业化洞见-从Token爆发走向场景兑现，AI的商业价值取决于场景价值密度,头豹研究院,2026-06-09,软件开发,https://pdf.dfcfw.com/pdf/H3_AP202606091823398223_1.pdf?1781033973000.pdf
2026年中国量子计算行业研究报告,头豹研究院,2026-06-09,软件开发,https://pdf.dfcfw.com/pdf/H3_AP202606091823398225_1.pdf?1781034183000.pdf
中国自动驾驶矿卡解决方案行业报告,灼识投资咨询(上海),2026-06-08 00:00:00.000,软件开发,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=JbxiMuPmNPwklumuVKyO7cf2g7HKFNaove8AMWcvtVk=
中国轨道交通及商用车智能感知行业报告,灼识投资咨询(上海),2026-06-08 00:00:00.000,软件开发,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=JbxiMuPmNPwklumuVKyO7WsJUQAKwJJa9hFC1VthvPA=
中国V2X（车联网）行业报告,灼识投资咨询(上海),2026-06-08 00:00:00.000,软件开发,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=JbxiMuPmNPwklumuVKyO7Tdodpex+C+zUbnttGZG6i0=
人工智能行业报告：AI迭代短期产生爆发式硬件需求，产业整体仍处发展早期,国元国际控股,2026-06-08 00:00:00.000,软件开发,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=JbxiMuPmNPwklumuVKyO7Tf/erpRXYtQKYEyPnJ4wgI=
全球大模型行业报告,灼识投资咨询(上海),2026-06-08 00:00:00.000,软件开发,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=JbxiMuPmNPwklumuVKyO7aca0CLTn9ppDdV9llQoxXQ=
Alan Walker的AI时代判断系统：认知机器,派拓,2026-06-08 00:00:00.000,软件开发,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=JbxiMuPmNPwklumuVKyO7f1FA3P7d23uawDHJfh/XeM=
中国轨道交通及商用车智能感知行业报告,灼识投资咨询(上海),2026-06-08,软件开发,https://pdf.dfcfw.com/pdf/H3_AP202606081823359323_1.pdf?1780937630000.pdf
中国V2X（车联网）行业报告,灼识投资咨询(上海),2026-06-08,软件开发,https://pdf.dfcfw.com/pdf/H3_AP202606081823359113_1.pdf?1780937351000.pdf
中国自动驾驶矿卡解决方案行业报告,灼识投资咨询(上海),2026-06-08,软件开发,https://pdf.dfcfw.com/pdf/H3_AP202606081823359537_1.pdf?1780937740000.pdf
人工智能行业报告：AI迭代短期产生爆发式硬件需求，产业整体仍处发展早期,国元国际控股,2026-06-08,软件开发,https://pdf.dfcfw.com/pdf/H3_AP202606081823358254_1.pdf?1780935167000.pdf
全球大模型行业报告,灼识投资咨询(上海),2026-06-08,软件开发,https://pdf.dfcfw.com/pdf/H3_AP202606081823356965_1.pdf?1780932133000.pdf
Alan Walker的AI时代判断系统：认知机器,派拓,2026-06-08,软件开发,https://pdf.dfcfw.com/pdf/H3_AP202606081823350395_1.pdf?1780911754000.pdf
AI周观察：博通财报良好但预期没有达到最佳,国金证券,2026-06-07 00:00:00.000,软件开发,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=1dS8OwFW4WA9Nyk/1R5SOz1Hp8nmJa7GMQjRZXgX+rQ=
AI周观察：博通财报良好但预期没有达到最佳,国金证券,2026-06-07,软件开发,https://pdf.dfcfw.com/pdf/H3_AP202606071823341910_1.pdf?1780852217000.pdf
2026年度产品创新设计智能化趋势报告：智能体引领产品变革,浙江大学软件学院,2026-06-05 00:00:00.000,软件开发,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=bjN0bUIX4t9LuI72oEtR39HiwburreaTtUHHJAXT90I=
全球大模型数据市场白皮书,艺恩数据,2026-06-05 00:00:00.000,软件开发,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=bjN0bUIX4t9LuI72oEtR35MT2KtFicqQ+TMA5GAWV18=
全球大模型数据市场白皮书,艺恩数据,2026-06-05,软件开发,https://pdf.dfcfw.com/pdf/H3_AP202606051823271560_1.pdf?1780645516000.pdf
2026年度产品创新设计智能化趋势报告：智能体引领产品变革,浙江大学软件学院,2026-06-05,软件开发,https://pdf.dfcfw.com/pdf/H3_AP202606051823271733_1.pdf?1780646965000.pdf
AI时代核心终端生态定位与用户需求洞察,尼尔森,2026-06-04 00:00:00.000,软件开发,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=sPUp5kN8m7+/x4wzHCDsc2gqYLdli94Zp4oINDRPVlQ=
AI时代核心终端生态定位与用户需求洞察,尼尔森,2026-06-04,软件开发,https://pdf.dfcfw.com/pdf/H3_AP202606041823230051_1.pdf?1780557319000.pdf
中国端侧AI场景应用分析：智能终端与边缘计算的融合创新,头豹研究院,2026-06-03 00:00:00.000,软件开发,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=vLVBb9crEuL+SI65XlPRK4KRWDK6C+tWmfHeGf9gkQQ=
智慧城市场景下无人机与AI融合发展指南,亿欧智库,2026-06-03 00:00:00.000,软件开发,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=vLVBb9crEuL+SI65XlPRK9A5ypiRERksXN5omP1IoVs=
人工智能行业专题（17）：业绩分化下的美股软件重构与IGV底部修复,国信证券,2026-06-03 00:00:00.000,软件开发,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=vLVBb9crEuL+SI65XlPRK1izM6Nwy+LNenLaoYwaZy4=
智慧城市场景下无人机与AI融合发展指南,亿欧智库,2026-06-03,软件开发,https://pdf.dfcfw.com/pdf/H3_AP202606031823205684_1.pdf?1780505560000.pdf
中国端侧AI场景应用分析：智能终端与边缘计算的融合创新,头豹研究院,2026-06-03,软件开发,https://pdf.dfcfw.com/pdf/H3_AP202606031823213922_1.pdf?1780517574000.pdf
人工智能行业专题（17）：业绩分化下的美股软件重构与IGV底部修复,国信证券,2026-06-03,软件开发,https://pdf.dfcfw.com/pdf/H3_AP202606031823215537_1.pdf?1780518519000.pdf
