研报名称,机构名称,发布时间,行业,研报地址
珠宝行业数字化转型与文化变革：拥抱Z世代,北京易数科技,2025-08-11 00:00:00.000,饰品,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=xlxWKjFcm6eZhQElB4dJcxRVuRuijMYtMoeVmI2O1Tg=
奢侈品行业解析：从消费者变迁洞察品牌增长的原动力,数说故事,2025-06-26 00:00:00.000,饰品,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=P/MkH0qK2/hOG/Qhw2SBkDVmspZtoo3BuTvYbTYYywQ=
黄金珠宝行业：金价上行带来业绩分化，关注行业发展新趋势,东兴证券,2025-05-21 00:00:00.000,饰品,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=GRUUGJmATXHu2v7vBb/1lbnNlCDQdUXvXLtHhBHvMqw=
黄金珠宝行业2024年及2025一季度财报总结：加速向产品驱动转型增长，门店层面更重视单店效益,国信证券,2025-05-09 00:00:00.000,饰品,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=eauVOZRgbN8LwwTqrtaVjXdfQsqoLC89yqma8kwEsNs=
2024中国翡翠产业发展白皮书,中国珠宝玉石首饰行业协会,2025-01-14 00:00:00.000,饰品,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=/HnCEMJXnVQTSbNB6gvGHXAO9I/soeJLJFenT4yR+DI=
钻石行业跟踪报告：10月印度钻石出口数据有所回暖,万联证券,2024-11-19 00:00:00.000,饰品,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=WO/AxfYv9AswuivvEq1lcsA1oOkZSEbdmwJ2TnJFxJE=
3Q24美护珠宝行业业绩总结：分化加深，掘金高景气新品/新材料,国金证券,2024-11-04 00:00:00.000,饰品,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=Jq74/yDxw2KeW9a/clbF87YexcLGtUi7+mM4obLIDGc=
钻石行业跟踪报告：9月印度培育钻石进出口数据表现平淡,万联证券,2024-10-28 00:00:00.000,饰品,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=WMroo3CFSx+yKaZ4146xyz5hQUeA3A85F6nBjaMy+ic=
黄金珠宝：璀璨背后的艺术科技，塑造奢华新风尚 头豹词条报告系列,头豹研究院,2024-09-11 00:00:00.000,饰品,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=feLRlpSkX4/4xRN+0u4cF3Nn9fe5rVUNGX5aL6YtLR4=
黄金珠宝专题：金价上行有利行业长期景气，但也需警惕“涨价陷阱”,开源证券,2024-07-18 00:00:00.000,饰品,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=7unvCHu94BLZH8K5HKSnW3CaHs3pvRBBA7sTzt74mZI=
社零行业专题系列之二：培育钻石行业分析框架,信达证券,2024-03-20 00:00:00.000,饰品,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=hpdHYLfvtY4YhZk5FnpEQzXoCl+NQg4zeIx2mvYRqAc=
黄金珠宝行业点评：金价稳步上行催化板块行情，两会提案关注黄金珠宝消费税,国信证券,2024-03-11 00:00:00.000,饰品,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=HQR+HjzJm+6BTnq8Ir13BGKh60PmVpF0dHdqXg/sB7E=
黄金珠宝行业：春节销售开门红，24年有望延续良好表现,东兴证券,2024-02-23 00:00:00.000,饰品,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=4QVoFX8grBhvZD4AUBp4XGO1JA++FFv7fzofaaf5cxw=
商贸零售行业1月投资策略：元旦假期消费稳步复苏，黄金珠宝旺季行情值得期待,国信证券,2024-01-04 00:00:00.000,饰品,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=qcyg8qEL40kLAHU4s3tzyWC5DKzcIvt0WvKDSrOTYsI=
