研报名称,机构名称,发布时间,行业,页数,网页链接,PDF直链
非金属建材行业周观点：M8是rubin今年ccl主方案，同步重视阻燃剂+锡膏+玻璃基板,国金证券,2026-05-17 00:00:00.000,装修建材,17,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=XgmbWxKOL5RjfL09nBjxd7oPpB1Xz6DynHuzA5lk+c0=,https://pdf.dfcfw.com/pdf/H3_AP202605171822384536_1.pdf
非金属建材行业周观点：非洲出海、电子布、防水一季报表现靓丽,国金证券,2026-04-26 00:00:00.000,装修建材,17,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=HOMdg2q4xafXz13pJxyBRDvuft/jiGce6a9idp9bp5U=,https://pdf.dfcfw.com/pdf/H3_AP202604261821593476_1.pdf
非金属建材行业周观点：由光入布，继续推荐AI新材料,国金证券,2026-04-19 00:00:00.000,装修建材,17,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=QVk5BeptH2ssWz00IL1T6/i8a5idRJoJFwbv0u5WxMM=,https://pdf.dfcfw.com/pdf/H3_AP202604191821322486_1.pdf
非金属建材行业周观点：PCB上游全线涨价，继续重视半导体洁净室,国金证券,2026-04-13 00:00:00.000,装修建材,19,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=lEJ4tvrLL4iYJKcaLiC2v5ZR8zKeuAyM6qo0WUlEaT4=,https://pdf.dfcfw.com/pdf/H3_AP202604131821144037_1.pdf
非金属建材行业研究：瓶片新材料，供需两旺、补库启动、出海替代,国金证券,2026-04-08 00:00:00.000,装修建材,10,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=nN1iN6tG18UYFKPyTLB7o5Q39gzmjhEUBUzePC+8QL4=,https://pdf.dfcfw.com/pdf/H3_AP202604081821062828_1.pdf
非金属建材周观点：能源材料，为新能源护航,国金证券,2026-03-23 00:00:00.000,装修建材,18,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=AXL2dnO3LwnWoDbc/j2fPdl/8AonFTj293gFMP2kg5c=,https://pdf.dfcfw.com/pdf/H3_AP202603231820690371_1.pdf
建筑材料行业专题报告：“城市更新”大时代已来，地下管网或成弹性首选,华源证券,2026-03-12 00:00:00.000,装修建材,41,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=duOKd2B+lgzBov5ATCbG/yY+D3sKr4w5KQ/dxIU4jl0=,https://pdf.dfcfw.com/pdf/H3_AP202603121820522824_1.pdf
建材建筑周观点：能源工程和能源材料的梳理清单,国金证券,2026-03-09 00:00:00.000,装修建材,18,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=sayaAh9m4uyVUYWKMmQSM6SbyQ4IZOUHOgi2+9rI+tw=,https://pdf.dfcfw.com/pdf/H3_AP202603091820400516_1.pdf
建材行业双周报：地缘政治带来成本上涨，部分建材产品提价或加速,东莞证券,2026-03-06 00:00:00.000,装修建材,13,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=ficfSTrCBOxUDSrXIddH10rhVfC7O5LhzgSn+OsmYS8=,https://pdf.dfcfw.com/pdf/H3_AP202603061820341475_1.pdf
建材行业点评：欧洲玻纤正在被天然气“挤出”，国内玻纤的出口预期放大,国金证券,2026-03-04 00:00:00.000,装修建材,4,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=fCzDwy6YSeX0ArxOM6bm8d2HtiT5fChHDM5r01PERBc=,https://pdf.dfcfw.com/pdf/H3_AP202603041820254318_1.pdf
建筑行业ESG白皮书,荣续ESG智库研究中心,2026-03-04 00:00:00.000,装修建材,51,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=cu8BCf0ftWWii/wCWbhyPl1QI+tKjnztHNHVDJhfYfE=,https://pdf.dfcfw.com/pdf/H3_AP202603031820234608_1.pdf
非金属建材周观点：3月是涨价窗口，重视电子通胀链、油链、顺周期品种,国金证券,2026-03-02 00:00:00.000,装修建材,18,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=xaPE959pU87MWNSCxuLFL9flKoTo9CCwOt+6Fy5Nlqw=,https://pdf.dfcfw.com/pdf/H3_AP202603021820171039_1.pdf
非金属建材行业研究：HRSG材料共享燃气轮机新机遇，看点在出海+通胀,国金证券,2026-02-27 00:00:00.000,装修建材,15,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=xdx/v9guJG5gqLJuC2xNfW549IlrU288NvJEEHjj+e8=,https://pdf.dfcfw.com/pdf/H3_AP202602271820103458_1.pdf
建材新材料行业研究：谁的产能被AI挤占？从电子布出发，看好电子通胀强周期,国金证券,2026-02-24 00:00:00.000,装修建材,3,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=7MkoqOEIgNg/XOqZyrzqNr0EA1dZxCJlWwJ+r1dxmnI=,https://pdf.dfcfw.com/pdf/H3_AP202602241819990587_1.pdf
建材新材料行业研究：AI PCB升级迭代，通胀看上游新材料,国金证券,2026-02-13 00:00:00.000,装修建材,12,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=7eBtQRVnu7p1NFqJQkPuX29Stadxp3rmYnI/NMru1Cg=,https://pdf.dfcfw.com/pdf/H3_AP202602131819925727_1.pdf
建材行业双周报：“防内卷”带来建材供需格局优化，电子布价格提升预期增强,东莞证券,2026-02-13 00:00:00.000,装修建材,13,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=7eBtQRVnu7p1NFqJQkPuX9xgnwl6JZuQufv3FBzQc9w=,https://pdf.dfcfw.com/pdf/H3_AP202602131819920783_1.pdf
非金属建材周观点：重视传统“开门红”+双碳改善供给端预期,国金证券,2026-02-02 00:00:00.000,装修建材,18,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=YE65Nzv4hDtw2Ic9QSC9I0R2e01oXfvMa2xiVjs2OeE=,https://pdf.dfcfw.com/pdf/H3_AP202602021819252404_1.pdf
非金属建材周观点：险资再现举牌，重视高股息个股,国金证券,2025-12-22 00:00:00.000,装修建材,18,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=/3mWTBCzbS3S7/Zc46MWFB9LyTgEFfPteEc7xrDuOLk=,https://pdf.dfcfw.com/pdf/H3_AP202512221805598344_1.pdf
建材新材料行业研究：存储上行，封装材料，厚积薄发,国金证券,2025-11-19 00:00:00.000,装修建材,12,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=pAcXU3mZEPR/be7pEpGqmMV2BKMN+gAib0a+fAmOwKk=,https://pdf.dfcfw.com/pdf/H3_AP202511191784126003_1.pdf
建筑材料行业深度报告：基建地产链2025年三季报综述：盈利仍然承压，经营性现金流表现改善,东吴证券,2025-11-13 00:00:00.000,装修建材,18,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=SX59qqLxo3UDUHvjFXxuChNVR9oSQKMD9BkCfKOHw2E=,https://pdf.dfcfw.com/pdf/H3_AP202511131780679828_1.pdf
非金属建材周观点：回顾美元加息对非洲的影响，钙钛矿发展关注TCO玻璃,国金证券,2025-11-10 00:00:00.000,装修建材,18,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=DSlDEcPhQg9YUtRjTVcp/aqx8doky0r9wGayPf4gkRM=,https://pdf.dfcfw.com/pdf/H3_AP202511101778496440_1.pdf
包装印刷行业ESG案例白皮书,荣续ESG智库研究中心,2025-10-12 00:00:00.000,装修建材,55,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=3b5ki1+QIPWzDBdGbLp7SD9ypFP2V3IXqFSw2+wSVd4=,https://pdf.dfcfw.com/pdf/H3_AP202510121760771452_1.pdf
非金属建材周观点：降息长期利好出海，继续推荐非洲板块,国金证券,2025-09-22 00:00:00.000,装修建材,18,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=6SLLe90LOIOeZ3o0I8R5s8+zvoU36LeUszTm8ZjKMC4=,https://pdf.dfcfw.com/pdf/H3_AP202509221748303070_1.pdf
非金属建材周观点：AI新材料的大门，一直敞开,国金证券,2025-08-31 00:00:00.000,装修建材,19,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=MHv7PDaDjgW3qvW84LHM+pW0jhIIjXW9WzKFhdGFfHU=,https://pdf.dfcfw.com/pdf/H3_AP202508311737297102_1.pdf
非金属建材：盘点“十五五”期间的潜力大基建，水电站、运河、跨海大桥,国金证券,2025-07-24 00:00:00.000,装修建材,3,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=P5QYkh/44wz7Ik/moYqXy7HbvlzpLXe98UHLDc8Ghnk=,https://pdf.dfcfw.com/pdf/H3_AP202507241714593274_1.pdf
非金属建材：《农村公路条例》发布，水泥等基建材料有望受益,国金证券,2025-07-24 00:00:00.000,装修建材,4,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=P5QYkh/44wz7Ik/moYqXy7dQZ3RlqUyLidlUttr+x74=,https://pdf.dfcfw.com/pdf/H3_AP202507241714593265_1.pdf
非金属建材：水泥行业反内卷的背景及进展,国金证券,2025-07-03 00:00:00.000,装修建材,4,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=p0dIQVQU7hf3rtsRJDNNmwNmu0DJyc6QwkBa4DalraQ=,https://pdf.dfcfw.com/pdf/H3_AP202507031702056698_1.pdf
中国上市建筑公司2024年回顾及未来展望,安永(中国)企业咨询,2025-06-27 00:00:00.000,装修建材,40,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=Igfp5TXPWswTruE6JxsZaYVlCh7FVdXcXMx6TUEAn7s=,https://pdf.dfcfw.com/pdf/H3_AP202506271698406443_1.pdf
非金属建材行业：从立邦中国看涂料世界：建“立邦”交，扎根“中国”,国金证券,2025-06-19 00:00:00.000,装修建材,20,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=aTFBiQc2B2jJivI/ElHgKKa3MkSd3HiCTws1RevIt0g=,https://pdf.dfcfw.com/pdf/H3_AP202506191693597173_1.pdf
非金属建材周观点：珠光颜料受益新消费，继续看好非洲建材龙头,国金证券,2025-06-15 00:00:00.000,装修建材,19,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=/zztiYH/lljjzpVRpCb/gvsoCn5doCW4bzyYiwIDRF4=,https://pdf.dfcfw.com/pdf/H3_AP202506151691432628_1.pdf
对欧洲城市支持性举措的回顾：催化建筑中的生物多样性,世界自然保护联盟,2025-05-28 00:00:00.000,装修建材,60,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=XRFjVrsZdBfhp4gYpi/p9NUy8U5YClSWjffN9vlzQJY=,https://pdf.dfcfw.com/pdf/H3_AP202505281680461115_1.pdf
非金属建材行业研究：立邦25Q1财报点评：提价见效，利润率仍有提升空间,国金证券,2025-05-15 00:00:00.000,装修建材,3,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=QoIVZHL08xbvnh+Px2kUtvw6jHQDQtL13U3IJw7H4Hk=,https://pdf.dfcfw.com/pdf/H3_AP202505151673153121_1.pdf
建筑材料行业ESG白皮书,荣续ESG智库研究中心,2025-04-25 00:00:00.000,装修建材,52,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=GRCHh/SkexyE2nyi7cRFeaB1kIHnbAlkDPdSIxnqZRY=,https://pdf.dfcfw.com/pdf/H3_AP202504251662001607_1.pdf
建筑材料&新材料行业周报：美国加征对等关税，关注半导体材料国产替代主线,上海证券,2025-04-09 00:00:00.000,装修建材,7,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=Dh0y5utvgvmq6HWr3sk+creyVAbbespQcH2zf8wvvHM=,https://pdf.dfcfw.com/pdf/H3_AP202504091653712967_1.pdf
非金属建材：新材料加速国产替代，关注高纯石英砂、涂料、芳纶、碳纤维,国金证券,2025-04-06 00:00:00.000,装修建材,5,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=g0dZvvWgXQ8mW9EVqG8/GFR876VNL6H4AymtSMS75TE=,https://pdf.dfcfw.com/pdf/H3_AP202504061652157638_1.pdf
建筑材料&新材料行业周报：SEMICON关注国产替代机会，全国碳排放交易市场首次扩容,上海证券,2025-04-01 00:00:00.000,装修建材,7,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=oVsFMRnefdemR2yNjNTu/W5R92+y6tqDtuvC/WvKkWU=,https://pdf.dfcfw.com/pdf/H3_AP202504011649893876_1.pdf
非金属建材：水泥提价超预期：长三角第三轮、湖北第二轮,国金证券,2025-04-01 00:00:00.000,装修建材,4,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=oVsFMRnefdemR2yNjNTu/b9hrBvqj1K/f5V1ELObDAs=,https://pdf.dfcfw.com/pdf/H3_AP202504011649852070_1.pdf
建筑材料&新材料行业周报：英伟达新架构推动PTFE材料，玻璃产销率提升带动情绪反弹,上海证券,2025-03-25 00:00:00.000,装修建材,7,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=Yyj420HqdtkCEXEB9AMKeEVDW/LBlYn4nivcjh7Kldk=,https://pdf.dfcfw.com/pdf/H3_AP202503251647291066_1.pdf
建筑材料行业跟踪周报：持续推荐消费端,东吴证券,2025-03-24 00:00:00.000,装修建材,21,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=w9855vfpkQp4MyktZVpwvFTFOBj20fHzO70JAvsDtTc=,https://pdf.dfcfw.com/pdf/H3_AP202503241646804750_1.pdf
建筑材料&新材料行业周报：关注存储市场回暖，春季需求复苏水泥市场升温,上海证券,2025-03-18 00:00:00.000,装修建材,7,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=rW7Yu97K8Y61rDLmXRFaA+Vyu/ecPrF0Jc6xkjFkk3o=,https://pdf.dfcfw.com/pdf/H3_AP202503181644474177_1.pdf
建筑材料&新材料行业周报：存储芯片巨头提价，新政发酵驱动3月光伏玻璃提价,上海证券,2025-03-12 00:00:00.000,装修建材,7,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=CiqmV+KFLWlKifP3zbrgPvw/n/vvXymCjLSwyg5ciI0=,https://pdf.dfcfw.com/pdf/H3_AP202503121644291548_1.pdf
2025中国建材家居装饰行业实战白皮书：要么进化、要么出局：建材家居装饰行业转型的生死抉择,厦门实战企业管理研究院,2025-03-07 00:00:00.000,装修建材,55,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=fa91g1pIaJCKpJAXgbgqupUi79VMEF7ATeqzrTI/sO4=,https://pdf.dfcfw.com/pdf/H3_AP202503071644144671_1.pdf
建筑材料&新材料行业周报：阿里宣布加大AI和云计算基础设施投入，推动半导体材料需求,上海证券,2025-02-25 00:00:00.000,装修建材,7,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=YjEx1ojKwVPAsBRJl40Q6LYKcewuJngTZXKRjfdttPw=,https://pdf.dfcfw.com/pdf/H3_AP202502251643468734_1.pdf
建材新材料行业研究：PEEK碳纤维复合，引领人形机器人轻量化浪潮,国金证券,2025-02-24 00:00:00.000,装修建材,18,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=p+RkahopWoAMlp0CMR1aKsMVCOi3FBQVNdLEbJ9p40Y=,https://pdf.dfcfw.com/pdf/H3_AP202502241643433297_1.pdf
建筑材料&新材料行业周报：开复工关注元宵后集中修复，AI应用加速半导体材料机会,上海证券,2025-02-18 00:00:00.000,装修建材,7,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=0O8gD+U0owEJaIK7kdBwCIRdFk442YWr5M69Za4DBwQ=,https://pdf.dfcfw.com/pdf/H3_AP202502181643193623_1.pdf
非金属建材行业研究：立邦2024财报点评：中国区收入占33%，利润率压力是近期提价动因,国金证券,2025-02-14 00:00:00.000,装修建材,3,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=XvbUr46wqIDbRGYKlQgKGcBqt+UvnvV/1ye/whrj7js=,https://pdf.dfcfw.com/pdf/H3_AP202502141643097925_1.pdf
建筑材料&新材料行业周报：节后首周开复工同比偏缓，关注半导体项目密集开工,上海证券,2025-02-11 00:00:00.000,装修建材,7,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=8Rb0d1P2lobOIVhR/EzZlNhtejOgqXexKKZLVAGyM9Y=,https://pdf.dfcfw.com/pdf/H3_AP202502111642960045_1.pdf
非金属建材周观点：一周一议：如果供给侧能耗要求趋严，格局是否改善,国金证券,2025-02-10 00:00:00.000,装修建材,20,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=hPX81JV2fupOINr4Xz/CW9ZyTFfQ2kMJ4NL8T3ZB3tA=,https://pdf.dfcfw.com/pdf/H3_AP202502101642928257_1.pdf
非金属建材行业点评：低空再起，重点关注碳纤维、芳纶纸、peek、设计,国金证券,2025-02-07 00:00:00.000,装修建材,4,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=7xaSOO9WiHTAzMIDNJ+E670kKAdP9jeS7gr3MEAlx8g=,https://pdf.dfcfw.com/pdf/H3_AP202502071642859441_1.pdf
建筑材料&新材料行业周报：水泥收并购加速，关注龙头份额提升,上海证券,2025-02-06 00:00:00.000,装修建材,7,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=hrW9CKuAnZxDP9o6nQzbfgpvEn/XBo9yIEXcDJZt1gM=,https://pdf.dfcfw.com/pdf/H3_AP202502061642826847_1.pdf
建材建筑行业点评：如果美国对建筑材料关税豁免，会带来哪些影响,国金证券,2025-01-26 00:00:00.000,装修建材,5,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=dOjSwy1oXjN1CjnIjlQzmJibrWkc2NEE901PxhsEVxo=,https://pdf.dfcfw.com/pdf/H3_AP202501261642567958_1.pdf
建筑材料行业+公司首次覆盖：居住产业智能化之一：智能家居格局大稳小动,东吴证券,2025-01-24 00:00:00.000,装修建材,25,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=XsnHw6Kq/NI7DxGGSYvg+kveUlZbCjsQnsNkb3OO8Ds=,https://pdf.dfcfw.com/pdf/H3_AP202501241642513761_1.pdf
建筑材料&新材料行业周报：2024年地产延续调整，新材料关注电子材料龙头业绩释放,上海证券,2025-01-22 00:00:00.000,装修建材,7,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=SYtOI37OdJ61R9P5Snxot2AZ8+egdHgiPqtXPreCTdU=,https://pdf.dfcfw.com/pdf/H3_AP202501221642441779_1.pdf
建筑材料&新材料行业2025年投资策略：重视供给端积极变化，重点关注消费建材,西南证券,2025-01-08 00:00:00.000,装修建材,38,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=9CcWH9d1onU42MIst3CshgkeX9j/kcq3y/dm5XJBuXE=,https://pdf.dfcfw.com/pdf/H3_AP202501081641850653_1.pdf
建材行业点评：北新、凯盛等多家央企国企发布激励方案，重视市值管理方向,国金证券,2025-01-02 00:00:00.000,装修建材,4,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=nlcbLWmDZaEgWOpJ3IxmBc79QFVD6vOPVwqv4WWRgSg=,https://pdf.dfcfw.com/pdf/H3_AP202501021641510566_1.pdf
2024陶瓷瓷砖行业简析报告,上海嘉世营销咨询,2025-01-02 00:00:00.000,装修建材,16,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=nlcbLWmDZaEgWOpJ3IxmBW26Vq/Wno4w7+hK6A7QufU=,https://pdf.dfcfw.com/pdf/H3_AP202501021641505367_1.pdf
建筑材料行业投资策略：经济政策发力，建材预期反转,开源证券,2024-12-29 00:00:00.000,装修建材,28,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=x0JrHPHznZO/BkOFoEkd2XKBxBVaUqtzRfwRMi0NrLc=,https://pdf.dfcfw.com/pdf/H3_AP202412271641458034_1.pdf
建材行业基金持仓专题：建材持仓延续低配，看好政策加力信号释放下板块修复机会,国信证券,2024-12-18 00:00:00.000,装修建材,15,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=mNWsAThPVnEAQUvFdn0latBkg9Qtvne655ovy2cpvf0=,https://pdf.dfcfw.com/pdf/H3_AP202412181641339100_1.pdf
建筑材料：全国人大常委会房地产政策点评-增量政策不断，化债或助力地产企稳,华源证券,2024-11-10 00:00:00.000,装修建材,2,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=IrS7fs5+5l4u8P6Jbeo6TPzOmaNrGaKSzFcGMQRm3so=,https://pdf.dfcfw.com/pdf/H3_AP202411101640804630_1.pdf
2024年中国天然石墨行业概览：“黑马”材料支撑多领域战略发展,头豹研究院,2024-10-25 00:00:00.000,装修建材,37,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=WAkuK/k2CrJo9hevI1ZbS2JHAcdChCYKJVWiHVpPlCY=,https://pdf.dfcfw.com/pdf/H3_AP202410251640513441_1.pdf
中国砂石骨料行业市场规模测算逻辑模型 头豹词条报告系列,头豹研究院,2024-10-18 00:00:00.000,装修建材,15,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=mBwTN64pvwGuHO+D2/FdxCH2mXZ+GnOhlR4uhwEITK4=,https://pdf.dfcfw.com/pdf/H3_AP202410181640366658_1.pdf
建筑建材：专项债发行加速提升行业需求，财政协同提效助质变,东兴证券,2024-10-10 00:00:00.000,装修建材,6,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=R1S98bidcgb664eQVgVKE0rE5jH60SupHASCcLTZESw=,https://pdf.dfcfw.com/pdf/H3_AP202410101640244210_1.pdf
建材行业2024年半年报报综述：行业需求下滑业绩承压，估值底部静待政策起效,华龙证券,2024-09-09 00:00:00.000,装修建材,22,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=5PeFOdrFrpIvgzc/D3Ea9ZAXoLq86dU0kOmSE+QYnxQ=,https://pdf.dfcfw.com/pdf/H3_AP202409091639793506_1.pdf
建筑材料行业周报：水泥行业营收下滑，玻璃玻纤和装修建材行业营收略有增长,国都证券,2024-09-02 00:00:00.000,装修建材,4,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=TdDZYPN+qUEpGpjBBn/sNDz2IQ16raGW7f0rA/hRLqU=,https://pdf.dfcfw.com/pdf/H3_AP202410091640221655_1.pdf
非金属建材行业2024年8月投资策略：低估值低持仓，关注政策落地和淡旺季逐步切换,国信证券,2024-08-14 00:00:00.000,装修建材,29,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=tB/Y1/E3NKlkghJtyhwA+VHCZEI016zS7ON6K/CW1rg=,https://pdf.dfcfw.com/pdf/H3_AP202408141639265577_1.pdf
非金属建材周报（24年第32周）：一线城市收储再加码，产业链需求有待修复,国信证券,2024-08-13 00:00:00.000,装修建材,18,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=w1wnHpidMCpjvHC7t8t6WNiob/WiUyB7m/99ejxKTzY=,https://pdf.dfcfw.com/pdf/H3_AP202408131639249412_1.pdf
非金属建材周报（24年第31周）：政治局会议再提消化存量和优化增量，水泥行业倡议“防内卷”,国信证券,2024-08-05 00:00:00.000,装修建材,18,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=CJnLP5z5J+YUChawNsIczNp/u0mofGqAYLPZt5T1W/w=,https://pdf.dfcfw.com/pdf/H3_AP202408051639145865_1.pdf
非金属建材周报（24年第30周）：需求淡季表现弱势，“以旧换新”再迎政策推动,国信证券,2024-07-29 00:00:00.000,装修建材,18,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=MkiGm/Sk4W0hkyhJmoZuVry2YJLtAsrwZrz6NFjKiyo=,https://pdf.dfcfw.com/pdf/H3_AP202407291638441569_1.pdf
建筑材料行业深度报告：居住产业链2024Q2获公募基金减仓，重仓持股市值占全部A股市值比仍处于历史低位,东吴证券,2024-07-26 00:00:00.000,装修建材,21,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=YJcY81eLqyM+kb8R1JztfDvWUc1YVvieYkN9bquJCKQ=,https://pdf.dfcfw.com/pdf/H3_AP202407261638337999_1.pdf
非金属建材周报（24年第29周）：三中全会聚焦房地产风险化解，政策空间仍在,国信证券,2024-07-22 00:00:00.000,装修建材,18,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=iRNEzl490pTssuQBDhM8JyN/y15yIQl8nhwkqH7Jnis=,https://pdf.dfcfw.com/pdf/H3_AP202407221638190609_1.pdf
